"is_in_union","division_numeric_code","population_count","age_range","mid_year"
"N",533,8549,"15-49","1980"
"N",540,22038,"15-49","1980"
"N",548,9679,"15-49","1980"
"N",554,349605,"15-49","1980"
"N",558,302234,"15-49","1980"
"N",562,186643,"15-49","1980"
"N",566,3905285,"15-49","1980"
"N",578,331079,"15-49","1980"
"N",583,7404,"15-49","1980"
"N",584,2456,"15-49","1980"
"N",585,1320,"15-49","1980"
"N",586,4453925,"15-49","1980"
"N",591,194898,"15-49","1980"
"N",598,242794,"15-49","1980"
"N",600,340451,"15-49","1980"
"N",604,1733579,"15-49","1980"
"N",608,4359603,"15-49","1980"
"N",616,3098979,"15-49","1980"
"N",620,728048,"15-49","1980"
"N",624,45547,"15-49","1980"
"N",626,45313,"15-49","1980"
"N",630,376589,"15-49","1980"
"N",634,14360,"15-49","1980"
"N",638,63433,"15-49","1980"
"N",642,1417951,"15-49","1980"
"N",643,11960873,"15-49","1980"
"N",646,420896,"15-49","1980"
"N",659,5359,"15-49","1980"
"N",660,975,"15-49","1980"
"N",662,12727,"15-49","1980"
"N",670,10335,"15-49","1980"
"N",678,8797,"15-49","1980"
"N",682,697328,"15-49","1980"
"N",686,335510,"15-49","1980"
"N",688,688262,"15-49","1980"
"N",690,7965,"15-49","1980"
"N",694,147762,"15-49","1980"
"N",702,321512,"15-49","1980"
"N",703,375428,"15-49","1980"
"N",704,5113709,"15-49","1980"
"N",705,190890,"15-49","1980"
"N",706,445293,"15-49","1980"
"N",710,3408667,"15-49","1980"
"N",716,536228,"15-49","1980"
"N",724,3881130,"15-49","1980"
"N",728,280943,"15-49","1980"
"N",729,907200,"15-49","1980"
"N",732,8453,"15-49","1980"
"N",740,39141,"15-49","1980"
"N",748,72182,"15-49","1980"
"N",752,701857,"15-49","1980"
"N",756,601023,"15-49","1980"
"N",760,679252,"15-49","1980"
"N",762,290475,"15-49","1980"
"N",764,4388585,"15-49","1980"
"N",768,153381,"15-49","1980"
"N",772,164,"15-49","1980"
"N",776,10155,"15-49","1980"
"N",780,139722,"15-49","1980"
"N",784,34284,"15-49","1980"
"N",788,605753,"15-49","1980"
"N",792,3061239,"15-49","1980"
"N",795,247969,"15-49","1980"
"N",796,920,"15-49","1980"
"N",798,1206,"15-49","1980"
"N",800,892537,"15-49","1980"
"N",804,3718578,"15-49","1980"
"N",807,158645,"15-49","1980"
"N",818,3507012,"15-49","1980"
"N",826,4406543,"15-49","1980"
"N",830,12429,"15-49","1980"
"N",834,1361487,"15-49","1980"
"N",840,21436692,"15-49","1980"
"N",850,16674,"15-49","1980"
"N",854,269250,"15-49","1980"
"N",858,279156,"15-49","1980"
"N",860,1348656,"15-49","1980"
"N",862,1672432,"15-49","1980"
"N",876,1321,"15-49","1980"
"N",882,15358,"15-49","1980"
"N",887,500424,"15-49","1980"
"N",894,395330,"15-49","1980"
"Y",4,2258775,"15-49","1981"
"Y",8,425608,"15-49","1981"
"Y",12,2623698,"15-49","1981"
"Y",16,4492,"15-49","1981"
"Y",24,1240995,"15-49","1981"
"Y",28,5868,"15-49","1981"
"Y",31,931814,"15-49","1981"
"Y",32,4001405,"15-49","1981"
"Y",36,2212514,"15-49","1981"
"Y",40,1109824,"15-49","1981"
"Y",44,26096,"15-49","1981"
"Y",48,50816,"15-49","1981"
"Y",50,14420668,"15-49","1981"
"Y",51,537629,"15-49","1981"
"Y",52,32920,"15-49","1981"
"Y",56,1655212,"15-49","1981"
"Y",60,9291,"15-49","1981"
"Y",64,59801,"15-49","1981"
"Y",68,801949,"15-49","1981"
"Y",70,676926,"15-49","1981"
"Y",72,91684,"15-49","1981"
"Y",76,17684151,"15-49","1981"
"Y",84,18778,"15-49","1981"
"Y",90,33467,"15-49","1981"
"Y",92,1356,"15-49","1981"
"Y",96,28496,"15-49","1981"
"Y",100,1590576,"15-49","1981"
"Y",104,5123838,"15-49","1981"
"Y",108,629196,"15-49","1981"
"Y",112,1661311,"15-49","1981"
"Y",116,1161414,"15-49","1981"
"Y",120,1401373,"15-49","1981"
"Y",124,4281623,"15-49","1981"
"Y",132,26267,"15-49","1981"
"Y",136,2478,"15-49","1981"
"Y",140,379570,"15-49","1981"
"Y",144,2290909,"15-49","1981"
"Y",148,796654,"15-49","1981"
"Y",152,1533517,"15-49","1981"
"Y",156,168153759,"15-49","1981"
"Y",158,2823959,"15-49","1981"
"Y",170,3568718,"15-49","1981"
"Y",174,46663,"15-49","1981"
"Y",175,5814,"15-49","1981"
"Y",178,230165,"15-49","1981"
"Y",180,4275135,"15-49","1981"
"Y",184,1848,"15-49","1981"
"Y",188,333851,"15-49","1981"
"Y",191,755026,"15-49","1981"
"Y",192,1609928,"15-49","1981"
"Y",196,107428,"15-49","1981"
"Y",203,1788827,"15-49","1981"
"Y",204,696446,"15-49","1981"
"Y",208,820799,"15-49","1981"
"Y",212,5676,"15-49","1981"
"Y",214,813575,"15-49","1981"
"Y",218,1123861,"15-49","1981"
"Y",222,617769,"15-49","1981"
"Y",226,38599,"15-49","1981"
"Y",231,6203709,"15-49","1981"
"Y",232,273778,"15-49","1981"
"Y",233,240259,"15-49","1981"
"Y",234,5646,"15-49","1981"
"Y",238,342,"15-49","1981"
"Y",242,103993,"15-49","1981"
"Y",246,766511,"15-49","1981"
"Y",250,8426246,"15-49","1981"
"Y",254,8724,"15-49","1981"
"Y",258,16090,"15-49","1981"
"Y",262,37596,"15-49","1981"
"Y",266,123844,"15-49","1981"
"Y",268,833034,"15-49","1981"
"Y",270,122352,"15-49","1981"
"Y",275,215006,"15-49","1981"
"Y",276,10964530,"15-49","1981"
"Y",288,1625591,"15-49","1981"
"Y",292,4237,"15-49","1981"
"Y",296,8846,"15-49","1981"
"Y",300,1445026,"15-49","1981"
"Y",304,6407,"15-49","1981"
"Y",308,6957,"15-49","1981"
"Y",312,39942,"15-49","1981"
"Y",316,17325,"15-49","1981"
"Y",320,1046197,"15-49","1981"
"Y",324,958135,"15-49","1981"
"Y",328,99523,"15-49","1981"
"Y",332,754862,"15-49","1981"
"Y",340,488035,"15-49","1981"
"Y",344,668564,"15-49","1981"
"Y",348,1897148,"15-49","1981"
"Y",352,32839,"15-49","1981"
"Y",356,133724296,"15-49","1981"
"Y",360,24454953,"15-49","1981"
"Y",364,6463391,"15-49","1981"
"Y",368,1948198,"15-49","1981"
"Y",372,405388,"15-49","1981"
"Y",376,559709,"15-49","1981"
"Y",380,8197232,"15-49","1981"
"Y",384,1296581,"15-49","1981"
"Y",388,243843,"15-49","1981"
"Y",392,19154153,"15-49","1981"
"Y",398,2459519,"15-49","1981"
"Y",400,309815,"15-49","1981"
"Y",404,2230174,"15-49","1981"
"Y",408,2948050,"15-49","1981"
"Y",410,5615791,"15-49","1981"
"Y",414,198340,"15-49","1981"
"Y",417,557891,"15-49","1981"
"Y",418,471292,"15-49","1981"
"Y",422,332220,"15-49","1981"
"Y",426,228872,"15-49","1981"
"Y",428,407576,"15-49","1981"
"Y",430,305033,"15-49","1981"
"Y",434,386948,"15-49","1981"
"Y",438,4114,"15-49","1981"
"Y",440,566981,"15-49","1981"
"Y",442,58444,"15-49","1981"
"Y",446,28885,"15-49","1981"
"Y",450,1302956,"15-49","1981"
"Y",454,1030085,"15-49","1981"
"Y",458,2135620,"15-49","1981"
"Y",462,25030,"15-49","1981"
"Y",466,1279523,"15-49","1981"
"Y",470,49362,"15-49","1981"
"Y",474,35000,"15-49","1981"
"Y",478,224113,"15-49","1981"
"Y",480,153284,"15-49","1981"
"Y",484,9318147,"15-49","1981"
"Y",496,212548,"15-49","1981"
"Y",498,716807,"15-49","1981"
"Y",499,103881,"15-49","1981"
"Y",500,1016,"15-49","1981"
"Y",504,2960246,"15-49","1981"
"Y",508,2070876,"15-49","1981"
"Y",512,170609,"15-49","1981"
"Y",516,120639,"15-49","1981"
"Y",520,1215,"15-49","1981"
"Y",524,2938620,"15-49","1981"
"Y",528,2376303,"15-49","1981"
"Y",531,17472,"15-49","1981"
"Y",533,9268,"15-49","1981"
"Y",540,12519,"15-49","1981"
"Y",548,16560,"15-49","1981"
"Y",554,431043,"15-49","1981"
"Y",558,422052,"15-49","1981"
"Y",562,1211117,"15-49","1981"
"Y",566,12923058,"15-49","1981"
"Y",578,599927,"15-49","1981"
"Y",583,8194,"15-49","1981"
"Y",584,3829,"15-49","1981"
"Y",585,1288,"15-49","1981"
"Y",586,12809915,"15-49","1981"
"Y",591,278774,"15-49","1981"
"Y",598,582883,"15-49","1981"
"Y",600,393133,"15-49","1981"
"Y",604,2429571,"15-49","1981"
"Y",608,6871769,"15-49","1981"
"Y",616,6079092,"15-49","1981"
"Y",620,1645686,"15-49","1981"
"Y",624,141980,"15-49","1981"
"Y",626,101326,"15-49","1981"
"Y",630,428683,"15-49","1981"
"Y",634,29887,"15-49","1981"
"Y",638,66017,"15-49","1981"
"Y",642,3977576,"15-49","1981"
"Y",643,24622939,"15-49","1981"
"Y",646,725577,"15-49","1981"
"Y",659,4280,"15-49","1981"
"Y",660,533,"15-49","1981"
"Y",662,13955,"15-49","1981"
"Y",670,12548,"15-49","1981"
"Y",678,10999,"15-49","1981"
"Y",682,1323893,"15-49","1981"
"Y",686,894953,"15-49","1981"
"Y",688,1564639,"15-49","1981"
"Y",690,6900,"15-49","1981"
"Y",694,632826,"15-49","1981"
"Y",702,387735,"15-49","1981"
"Y",703,859716,"15-49","1981"
"Y",704,7402936,"15-49","1981"
"Y",705,272877,"15-49","1981"
"Y",706,963340,"15-49","1981"
"Y",710,3363011,"15-49","1981"
"Y",716,1060689,"15-49","1981"
"Y",724,5106689,"15-49","1981"
"Y",728,771346,"15-49","1981"
"Y",729,2315119,"15-49","1981"
"Y",732,28918,"15-49","1981"
"Y",740,47047,"15-49","1981"
"Y",748,63330,"15-49","1981"
"Y",752,1205647,"15-49","1981"
"Y",756,981477,"15-49","1981"
"Y",760,1207728,"15-49","1981"
"Y",762,608714,"15-49","1981"
"Y",764,7518643,"15-49","1981"
"Y",768,455466,"15-49","1981"
"Y",772,173,"15-49","1981"
"Y",776,11192,"15-49","1981"
"Y",780,146062,"15-49","1981"
"Y",784,129662,"15-49","1981"
"Y",788,897868,"15-49","1981"
"Y",792,7580392,"15-49","1981"
"Y",795,434883,"15-49","1981"
"Y",796,792,"15-49","1981"
"Y",798,1111,"15-49","1981"
"Y",800,1889460,"15-49","1981"
"Y",804,9058018,"15-49","1981"
"Y",807,343489,"15-49","1981"
"Y",818,6310910,"15-49","1981"
"Y",826,8741364,"15-49","1981"
"Y",830,20256,"15-49","1981"
"Y",834,2891730,"15-49","1981"
"Y",840,37644631,"15-49","1981"
"Y",850,9934,"15-49","1981"
"Y",854,1290661,"15-49","1981"
"Y",858,417417,"15-49","1981"
"Y",860,2396267,"15-49","1981"
"Y",862,2016386,"15-49","1981"
"Y",876,1125,"15-49","1981"
"Y",882,19102,"15-49","1981"
"Y",887,1239100,"15-49","1981"
"Y",894,893146,"15-49","1981"
"N",4,625194,"15-49","1981"
"N",8,239378,"15-49","1981"
"N",12,1677247,"15-49","1981"
"N",16,3831,"15-49","1981"
"N",24,604301,"15-49","1981"
"N",28,9604,"15-49","1981"
"N",31,681757,"15-49","1981"
"N",32,2802421,"15-49","1981"
"N",36,1509072,"15-49","1981"
"N",40,749919,"15-49","1981"
"N",44,30511,"15-49","1981"
"N",48,28931,"15-49","1981"
"N",50,3127388,"15-49","1981"
"N",51,316342,"15-49","1981"
"N",52,32028,"15-49","1981"
"N",56,746479,"15-49","1981"
"N",60,6524,"15-49","1981"
"N",64,32132,"15-49","1981"
"N",68,518771,"15-49","1981"
"N",70,477688,"15-49","1981"
"N",72,125154,"15-49","1981"
"N",76,13277996,"15-49","1981"
"N",84,12185,"15-49","1981"
"N",90,17199,"15-49","1981"
"N",92,1529,"15-49","1981"
"N",96,19431,"15-49","1981"
"N",100,547653,"15-49","1981"
"N",104,3215188,"15-49","1981"
"N",108,370838,"15-49","1981"
"N",112,818050,"15-49","1981"
"N",116,621281,"15-49","1981"
"N",120,548825,"15-49","1981"
"N",124,2328220,"15-49","1981"
"N",132,42112,"15-49","1981"
"N",136,2003,"15-49","1981"
"N",140,134640,"15-49","1981"
"N",144,1530234,"15-49","1981"
"N",148,219760,"15-49","1981"
"N",152,1501887,"15-49","1981"
"N",156,78862671,"15-49","1981"
"N",158,1880218,"15-49","1981"
"N",170,3362203,"15-49","1981"
"N",174,23378,"15-49","1981"
"N",175,5605,"15-49","1981"
"N",178,178427,"15-49","1981"
"N",180,1956966,"15-49","1981"
"N",184,1929,"15-49","1981"
"N",188,290903,"15-49","1981"
"N",191,412173,"15-49","1981"
"N",192,916961,"15-49","1981"
"N",196,71037,"15-49","1981"
"N",203,649467,"15-49","1981"
"N",204,170326,"15-49","1981"
"N",208,414136,"15-49","1981"
"N",212,10529,"15-49","1981"
"N",214,595702,"15-49","1981"
"N",218,789067,"15-49","1981"
"N",222,471831,"15-49","1981"
"N",226,23260,"15-49","1981"
"N",231,1841177,"15-49","1981"
"N",232,135878,"15-49","1981"
"N",233,133108,"15-49","1981"
"N",234,3933,"15-49","1981"
"N",238,181,"15-49","1981"
"N",242,61700,"15-49","1981"
"N",246,458928,"15-49","1981"
"N",250,4643552,"15-49","1981"
"N",254,8427,"15-49","1981"
"N",258,21398,"15-49","1981"
"N",262,45495,"15-49","1981"
"N",266,40498,"15-49","1981"
"N",268,484642,"15-49","1981"
"N",270,27235,"15-49","1981"
"N",275,112838,"15-49","1981"
"N",276,8376937,"15-49","1981"
"N",288,853077,"15-49","1981"
"N",292,2489,"15-49","1981"
"N",296,5764,"15-49","1981"
"N",300,881057,"15-49","1981"
"N",304,6715,"15-49","1981"
"N",308,13912,"15-49","1981"
"N",312,43862,"15-49","1981"
"N",316,10168,"15-49","1981"
"N",320,582339,"15-49","1981"
"N",324,228159,"15-49","1981"
"N",328,85330,"15-49","1981"
"N",332,632575,"15-49","1981"
"N",340,340864,"15-49","1981"
"N",344,609100,"15-49","1981"
"N",348,660588,"15-49","1981"
"N",352,23653,"15-49","1981"
"N",356,33212552,"15-49","1981"
"N",360,11604845,"15-49","1981"
"N",364,2296931,"15-49","1981"
"N",368,942752,"15-49","1981"
"N",372,381140,"15-49","1981"
"N",376,319702,"15-49","1981"
"N",380,5598952,"15-49","1981"
"N",384,430793,"15-49","1981"
"N",388,263779,"15-49","1981"
"N",392,11645578,"15-49","1981"
"N",398,1389051,"15-49","1981"
"N",400,179046,"15-49","1981"
"N",404,1318723,"15-49","1981"
"N",408,1801425,"15-49","1981"
"N",410,4578745,"15-49","1981"
"N",414,103473,"15-49","1981"
"N",417,317626,"15-49","1981"
"N",418,259361,"15-49","1981"
"N",422,290270,"15-49","1981"
"N",426,111560,"15-49","1981"
"N",428,241478,"15-49","1981"
"N",430,126526,"15-49","1981"
"N",434,265234,"15-49","1981"
"N",438,3116,"15-49","1981"
"N",440,324580,"15-49","1981"
"N",442,33607,"15-49","1981"
"N",446,36013,"15-49","1981"
"N",450,667732,"15-49","1981"
"N",454,375707,"15-49","1981"
"N",458,1368298,"15-49","1981"
"N",462,9963,"15-49","1981"
"N",466,328024,"15-49","1981"
"N",470,40293,"15-49","1981"
"N",474,49836,"15-49","1981"
"N",478,135291,"15-49","1981"
"N",480,106625,"15-49","1981"
"N",484,6264492,"15-49","1981"
"N",496,171468,"15-49","1981"
"N",498,364559,"15-49","1981"
"N",499,52989,"15-49","1981"
"N",500,1889,"15-49","1981"
"N",504,1738037,"15-49","1981"
"N",508,684470,"15-49","1981"
"N",512,75780,"15-49","1981"
"N",516,118567,"15-49","1981"
"N",520,759,"15-49","1981"
"N",524,617513,"15-49","1981"
"N",528,1255498,"15-49","1981"
"N",531,23612,"15-49","1981"
"N",533,8626,"15-49","1981"
"N",540,22558,"15-49","1981"
"N",548,9923,"15-49","1981"
"N",554,353899,"15-49","1981"
"N",558,310651,"15-49","1981"
"N",562,193279,"15-49","1981"
"N",566,3990890,"15-49","1981"
"N",578,339024,"15-49","1981"
"N",583,7729,"15-49","1981"
"N",584,2530,"15-49","1981"
"N",585,1394,"15-49","1981"
"N",586,4632903,"15-49","1981"
"N",591,201697,"15-49","1981"
"N",598,250544,"15-49","1981"
"N",600,350678,"15-49","1981"
"N",604,1794608,"15-49","1981"
"N",608,4493593,"15-49","1981"
"N",616,3075794,"15-49","1981"
"N",620,732323,"15-49","1981"
"N",624,45700,"15-49","1981"
"N",626,46450,"15-49","1981"
"N",630,381206,"15-49","1981"
"N",634,15503,"15-49","1981"
"N",638,65921,"15-49","1981"
"N",642,1450168,"15-49","1981"
"N",643,11821503,"15-49","1981"
"N",646,436585,"15-49","1981"
"N",659,5305,"15-49","1981"
"N",660,976,"15-49","1981"
"N",662,13089,"15-49","1981"
"N",670,10567,"15-49","1981"
"N",678,8912,"15-49","1981"
"N",682,749369,"15-49","1981"
"N",686,346781,"15-49","1981"
"N",688,685584,"15-49","1981"
"N",690,8202,"15-49","1981"
"N",694,150934,"15-49","1981"
"N",702,328042,"15-49","1981"
"N",703,382144,"15-49","1981"
"N",704,5247892,"15-49","1981"
"N",705,192345,"15-49","1981"
"N",706,463024,"15-49","1981"
"N",710,3545669,"15-49","1981"
"N",716,558251,"15-49","1981"
"N",724,3938117,"15-49","1981"
"N",728,291276,"15-49","1981"
"N",729,949810,"15-49","1981"
"N",732,9093,"15-49","1981"
"N",740,39889,"15-49","1981"
"N",748,74772,"15-49","1981"
"N",752,711340,"15-49","1981"
"N",756,610454,"15-49","1981"
"N",760,712892,"15-49","1981"
"N",762,297873,"15-49","1981"
"N",764,4535295,"15-49","1981"
"N",768,160791,"15-49","1981"
"N",772,170,"15-49","1981"
"N",776,10328,"15-49","1981"
"N",780,141016,"15-49","1981"
"N",784,40801,"15-49","1981"
"N",788,630623,"15-49","1981"
"N",792,3161640,"15-49","1981"
"N",795,255470,"15-49","1981"
"N",796,993,"15-49","1981"
"N",798,1189,"15-49","1981"
"N",800,918273,"15-49","1981"
"N",804,3687053,"15-49","1981"
"N",807,159362,"15-49","1981"
"N",818,3604109,"15-49","1981"
"N",826,4529440,"15-49","1981"
"N",830,12625,"15-49","1981"
"N",834,1403881,"15-49","1981"
"N",840,21761279,"15-49","1981"
"N",850,17199,"15-49","1981"
"N",854,277506,"15-49","1981"
"N",858,281410,"15-49","1981"
"N",860,1381482,"15-49","1981"
"N",862,1729961,"15-49","1981"
"N",876,1391,"15-49","1981"
"N",882,15517,"15-49","1981"
"N",887,519878,"15-49","1981"
"N",894,413369,"15-49","1981"
"Y",4,2192327,"15-49","1982"
"Y",8,440332,"15-49","1982"
"Y",12,2673335,"15-49","1982"
"Y",16,4659,"15-49","1982"
"Y",24,1270143,"15-49","1982"
"Y",28,5930,"15-49","1982"
"Y",31,959102,"15-49","1982"
"Y",32,4047321,"15-49","1982"
"Y",36,2268460,"15-49","1982"
"Y",40,1112983,"15-49","1982"
"Y",44,26688,"15-49","1982"
"Y",48,53709,"15-49","1982"
"Y",50,14790975,"15-49","1982"
"Y",51,549861,"15-49","1982"
"Y",52,33808,"15-49","1982"
"Y",56,1660648,"15-49","1982"
"Y",60,9395,"15-49","1982"
"Y",64,61016,"15-49","1982"
"Y",68,816869,"15-49","1982"
"Y",70,685502,"15-49","1982"
"Y",72,94601,"15-49","1982"
"Y",76,18272541,"15-49","1982"
"Y",84,19470,"15-49","1982"
"Y",90,34476,"15-49","1982"
"Y",92,1419,"15-49","1982"
"Y",96,29529,"15-49","1982"
"Y",100,1587518,"15-49","1982"
"Y",104,5248861,"15-49","1982"
"Y",108,644204,"15-49","1982"
"Y",112,1661544,"15-49","1982"
"Y",116,1187510,"15-49","1982"
"Y",120,1435485,"15-49","1982"
"Y",124,4335614,"15-49","1982"
"Y",132,27064,"15-49","1982"
"Y",136,2537,"15-49","1982"
"Y",140,392764,"15-49","1982"
"Y",144,2341974,"15-49","1982"
"Y",148,810917,"15-49","1982"
"Y",152,1557649,"15-49","1982"
"Y",156,172910150,"15-49","1982"
"Y",158,2881409,"15-49","1982"
"Y",170,3683261,"15-49","1982"
"Y",174,47876,"15-49","1982"
"Y",175,6156,"15-49","1982"
"Y",178,237184,"15-49","1982"
"Y",180,4365705,"15-49","1982"
"Y",184,1876,"15-49","1982"
"Y",188,344514,"15-49","1982"
"Y",191,756511,"15-49","1982"
"Y",192,1639717,"15-49","1982"
"Y",196,107330,"15-49","1982"
"Y",203,1769392,"15-49","1982"
"Y",204,710838,"15-49","1982"
"Y",208,824469,"15-49","1982"
"Y",212,5757,"15-49","1982"
"Y",214,836301,"15-49","1982"
"Y",218,1159704,"15-49","1982"
"Y",222,628806,"15-49","1982"
"Y",226,41350,"15-49","1982"
"Y",231,6341420,"15-49","1982"
"Y",232,280984,"15-49","1982"
"Y",233,241024,"15-49","1982"
"Y",234,5698,"15-49","1982"
"Y",238,342,"15-49","1982"
"Y",242,107089,"15-49","1982"
"Y",246,773025,"15-49","1982"
"Y",250,8468774,"15-49","1982"
"Y",254,9173,"15-49","1982"
"Y",258,16629,"15-49","1982"
"Y",262,38815,"15-49","1982"
"Y",266,124770,"15-49","1982"
"Y",268,840953,"15-49","1982"
"Y",270,125947,"15-49","1982"
"Y",275,222538,"15-49","1982"
"Y",276,11043933,"15-49","1982"
"Y",288,1687068,"15-49","1982"
"Y",292,4144,"15-49","1982"
"Y",296,9056,"15-49","1982"
"Y",300,1440190,"15-49","1982"
"Y",304,6553,"15-49","1982"
"Y",308,7235,"15-49","1982"
"Y",312,40749,"15-49","1982"
"Y",316,17583,"15-49","1982"
"Y",320,1068197,"15-49","1982"
"Y",324,978161,"15-49","1982"
"Y",328,100503,"15-49","1982"
"Y",332,772936,"15-49","1982"
"Y",340,503623,"15-49","1982"
"Y",344,693122,"15-49","1982"
"Y",348,1865308,"15-49","1982"
"Y",352,33302,"15-49","1982"
"Y",356,136597435,"15-49","1982"
"Y",360,25130651,"15-49","1982"
"Y",364,6696809,"15-49","1982"
"Y",368,2001885,"15-49","1982"
"Y",372,413317,"15-49","1982"
"Y",376,568103,"15-49","1982"
"Y",380,8194605,"15-49","1982"
"Y",384,1339205,"15-49","1982"
"Y",388,247273,"15-49","1982"
"Y",392,19005505,"15-49","1982"
"Y",398,2511491,"15-49","1982"
"Y",400,320503,"15-49","1982"
"Y",404,2321653,"15-49","1982"
"Y",408,2997584,"15-49","1982"
"Y",410,5732409,"15-49","1982"
"Y",414,209939,"15-49","1982"
"Y",417,574805,"15-49","1982"
"Y",418,481597,"15-49","1982"
"Y",422,330365,"15-49","1982"
"Y",426,232997,"15-49","1982"
"Y",428,408589,"15-49","1982"
"Y",430,313272,"15-49","1982"
"Y",434,401454,"15-49","1982"
"Y",438,4231,"15-49","1982"
"Y",440,570774,"15-49","1982"
"Y",442,58492,"15-49","1982"
"Y",446,30455,"15-49","1982"
"Y",450,1344956,"15-49","1982"
"Y",454,1050456,"15-49","1982"
"Y",458,2199683,"15-49","1982"
"Y",462,25677,"15-49","1982"
"Y",466,1300831,"15-49","1982"
"Y",470,49994,"15-49","1982"
"Y",474,35976,"15-49","1982"
"Y",478,230596,"15-49","1982"
"Y",480,156061,"15-49","1982"
"Y",484,9632576,"15-49","1982"
"Y",496,220244,"15-49","1982"
"Y",498,725844,"15-49","1982"
"Y",499,104853,"15-49","1982"
"Y",500,1016,"15-49","1982"
"Y",504,3018586,"15-49","1982"
"Y",508,2101989,"15-49","1982"
"Y",512,178057,"15-49","1982"
"Y",516,122113,"15-49","1982"
"Y",520,1242,"15-49","1982"
"Y",524,2994106,"15-49","1982"
"Y",528,2400946,"15-49","1982"
"Y",531,17890,"15-49","1982"
"Y",533,9410,"15-49","1982"
"Y",540,12746,"15-49","1982"
"Y",548,17098,"15-49","1982"
"Y",554,441531,"15-49","1982"
"Y",558,434144,"15-49","1982"
"Y",562,1242245,"15-49","1982"
"Y",566,13202323,"15-49","1982"
"Y",578,605251,"15-49","1982"
"Y",583,8527,"15-49","1982"
"Y",584,4023,"15-49","1982"
"Y",585,1365,"15-49","1982"
"Y",586,13211009,"15-49","1982"
"Y",591,287256,"15-49","1982"
"Y",598,598793,"15-49","1982"
"Y",600,407919,"15-49","1982"
"Y",604,2496754,"15-49","1982"
"Y",608,7115554,"15-49","1982"
"Y",616,6103858,"15-49","1982"
"Y",620,1644262,"15-49","1982"
"Y",624,144119,"15-49","1982"
"Y",626,103533,"15-49","1982"
"Y",630,433820,"15-49","1982"
"Y",634,33042,"15-49","1982"
"Y",638,67774,"15-49","1982"
"Y",642,3942510,"15-49","1982"
"Y",643,24884238,"15-49","1982"
"Y",646,738015,"15-49","1982"
"Y",659,4385,"15-49","1982"
"Y",660,535,"15-49","1982"
"Y",662,14398,"15-49","1982"
"Y",670,12839,"15-49","1982"
"Y",678,11176,"15-49","1982"
"Y",682,1413577,"15-49","1982"
"Y",686,914166,"15-49","1982"
"Y",688,1553191,"15-49","1982"
"Y",690,7089,"15-49","1982"
"Y",694,644492,"15-49","1982"
"Y",702,403342,"15-49","1982"
"Y",703,858690,"15-49","1982"
"Y",704,7650916,"15-49","1982"
"Y",705,276997,"15-49","1982"
"Y",706,980322,"15-49","1982"
"Y",710,3420297,"15-49","1982"
"Y",716,1111553,"15-49","1982"
"Y",724,5110002,"15-49","1982"
"Y",728,794264,"15-49","1982"
"Y",729,2391109,"15-49","1982"
"Y",732,30120,"15-49","1982"
"Y",740,47909,"15-49","1982"
"Y",748,65537,"15-49","1982"
"Y",752,1210073,"15-49","1982"
"Y",756,986597,"15-49","1982"
"Y",760,1243385,"15-49","1982"
"Y",762,629767,"15-49","1982"
"Y",764,7777038,"15-49","1982"
"Y",768,469083,"15-49","1982"
"Y",772,177,"15-49","1982"
"Y",776,11131,"15-49","1982"
"Y",780,150114,"15-49","1982"
"Y",784,141253,"15-49","1982"
"Y",788,921517,"15-49","1982"
"Y",792,7772682,"15-49","1982"
"Y",795,450380,"15-49","1982"
