"division_numeric_code","mid_year","population_count","age_range","is_in_union"
788,1973.5,765803.8125,"15-49","Y"
792,1973.5,6028737.0993,"15-49","Y"
795,1973.5,338210.295,"15-49","Y"
796,1973.5,683.3886,"15-49","Y"
798,1973.5,942.6,"15-49","Y"
800,1973.5,1595709.78,"15-49","Y"
804,1973.5,9164403.7541,"15-49","Y"
807,1973.5,286160.9749,"15-49","Y"
818,1973.5,5319382.5263,"15-49","Y"
826,1973.5,8896282.047,"15-49","Y"
834,1973.5,2269797.0546,"15-49","Y"
840,1973.5,32602985.3541,"15-49","Y"
850,1973.5,10344.0197,"15-49","Y"
854,1973.5,1127984.3332,"15-49","Y"
858,1973.5,429910.9109,"15-49","Y"
860,1973.5,1902566.2173,"15-49","Y"
862,1973.5,1533145.6658,"15-49","Y"
876,1973.5,976.9422,"15-49","Y"
882,1973.5,16670.5642,"15-49","Y"
887,1973.5,1187522.424,"15-49","Y"
894,1973.5,697730.0397,"15-49","Y"
4,1973.5,482700.062999998,"15-49","N"
8,1973.5,198410.7198,"15-49","N"
12,1973.5,1054969.572,"15-49","N"
16,1973.5,2656.9499,"15-49","N"
24,1973.5,379678.953199999,"15-49","N"
28,1973.5,9369.2238,"15-49","N"
31,1973.5,506583.347999999,"15-49","N"
32,1973.5,2501836.956,"15-49","N"
36,1973.5,1320612.1409,"15-49","N"
40,1973.5,606000.5165,"15-49","N"
44,1973.5,20954.9387,"15-49","N"
48,1973.5,15661.6917,"15-49","N"
50,1973.5,2175350.84639999,"15-49","N"
51,1973.5,245331.6528,"15-49","N"
52,1973.5,27757.2023999999,"15-49","N"
56,1973.5,652851.589799999,"15-49","N"
60,1973.5,5353.6341,"15-49","N"
64,1973.5,24499.8122,"15-49","N"
68,1973.5,438528.2672,"15-49","N"
70,1973.5,439860.1614,"15-49","N"
72,1973.5,82965.4248999999,"15-49","N"
76,1973.5,10680471.934,"15-49","N"
84,1973.5,8822.16389999999,"15-49","N"
90,1973.5,12508.3579,"15-49","N"
92,1973.5,1002.7484,"15-49","N"
96,1973.5,12355.8733,"15-49","N"
100,1973.5,586611.814100001,"15-49","N"
104,1973.5,2386333.2576,"15-49","N"
108,1973.5,295862.052799999,"15-49","N"
112,1973.5,799818.203200002,"15-49","N"
116,1973.5,562526.323299999,"15-49","N"
120,1973.5,423005.865800001,"15-49","N"
124,1973.5,1779705.1176,"15-49","N"
132,1973.5,35875.8851,"15-49","N"
136,1973.5,1363.9384,"15-49","N"
140,1973.5,129729.3674,"15-49","N"
144,1973.5,1234486.3537,"15-49","N"
148,1973.5,191135.991,"15-49","N"
152,1973.5,1193558.5639,"15-49","N"
156,1973.5,67464422.5484001,"15-49","N"
158,1973.5,1517326.278,"15-49","N"
170,1973.5,2413861.1653,"15-49","N"
174,1973.5,18130.1785,"15-49","N"
175,1973.5,4071.39980000001,"15-49","N"
178,1973.5,145449.5059,"15-49","N"
180,1973.5,1556524.324,"15-49","N"
184,1973.5,1638.4101,"15-49","N"
188,1973.5,201834.8582,"15-49","N"
191,1973.5,434581.8345,"15-49","N"
192,1973.5,685138.966200001,"15-49","N"
196,1973.5,65015.9635999999,"15-49","N"
203,1973.5,694802.154200001,"15-49","N"
204,1973.5,130750.4683,"15-49","N"
208,1973.5,361225.042099999,"15-49","N"
212,1973.5,8708.1678,"15-49","N"
214,1973.5,435259.8929,"15-49","N"
218,1973.5,599632.495,"15-49","N"
222,1973.5,363041.9369,"15-49","N"
226,1973.5,26685.416,"15-49","N"
231,1973.5,1571513.0395,"15-49","N"
232,1973.5,103361.135,"15-49","N"
233,1973.5,131246.6473,"15-49","N"
234,1973.5,3232.70759999999,"15-49","N"
238,1973.5,178.6886,"15-49","N"
242,1973.5,48059.2478,"15-49","N"
246,1973.5,457362.8134,"15-49","N"
250,1973.5,4073688.84590001,"15-49","N"
254,1973.5,5175.10820000001,"15-49","N"
258,1973.5,15377.0521,"15-49","N"
262,1973.5,20864.1474,"15-49","N"
266,1973.5,26765.4197,"15-49","N"
268,1973.5,459229.508800001,"15-49","N"
270,1973.5,23416.0673,"15-49","N"
275,1973.5,84285.6039999999,"15-49","N"
276,1973.5,7535140.18860001,"15-49","N"
288,1973.5,667997.568999999,"15-49","N"
292,1973.5,2096.9768,"15-49","N"
296,1973.5,5138.1768,"15-49","N"
300,1973.5,722095.875200001,"15-49","N"
304,1973.5,4555.7012,"15-49","N"
308,1973.5,13393.9107,"15-49","N"
312,1973.5,38329.882,"15-49","N"
316,1973.5,8438.6499,"15-49","N"
320,1973.5,445576.115099999,"15-49","N"
324,1973.5,190752.864,"15-49","N"
328,1973.5,73061.6483000001,"15-49","N"
332,1973.5,467629.9774,"15-49","N"
340,1973.5,259951.1019,"15-49","N"
344,1973.5,421676.4388,"15-49","N"
348,1973.5,762483.712000001,"15-49","N"
352,1973.5,19311.6686,"15-49","N"
356,1973.5,24090223.3743,"15-49","N"
360,1973.5,8610506.32019999,"15-49","N"
364,1973.5,1736913.052,"15-49","N"
368,1973.5,668397.216500001,"15-49","N"
372,1973.5,304257.883999999,"15-49","N"
376,1973.5,270206.2421,"15-49","N"
380,1973.5,4725730.27369999,"15-49","N"
384,1973.5,293344.5544,"15-49","N"
388,1973.5,180912.58,"15-49","N"
392,1973.5,11233994.0949,"15-49","N"
398,1973.5,1117548.4147,"15-49","N"
400,1973.5,109297.2689,"15-49","N"
404,1973.5,941311.382000001,"15-49","N"
408,1973.5,1375526.4644,"15-49","N"
410,1973.5,3249546.1884,"15-49","N"
414,1973.5,50675.0954999999,"15-49","N"
417,1973.5,254229.4224,"15-49","N"
418,1973.5,228377.9802,"15-49","N"
422,1973.5,243522.54,"15-49","N"
426,1973.5,81659.9405000001,"15-49","N"
428,1973.5,237803.678,"15-49","N"
430,1973.5,93183.8311000001,"15-49","N"
434,1973.5,135298.803,"15-49","N"
438,1973.5,2538.2092,"15-49","N"
440,1973.5,299597.181899999,"15-49","N"
442,1973.5,27188.7785,"15-49","N"
446,1973.5,34316.2974,"15-49","N"
450,1973.5,529573.778299999,"15-49","N"
454,1973.5,299123.203100001,"15-49","N"
458,1973.5,963483.209299998,"15-49","N"
462,1973.5,6927.34390000001,"15-49","N"
466,1973.5,295679.625100001,"15-49","N"
470,1973.5,41724.9061,"15-49","N"
474,1973.5,39494.93,"15-49","N"
478,1973.5,98459.9943,"15-49","N"
480,1973.5,89208.3505,"15-49","N"
484,1973.5,4577152.226,"15-49","N"
496,1973.5,110921.0733,"15-49","N"
498,1973.5,360521.402499999,"15-49","N"
499,1973.5,50361.1053,"15-49","N"
500,1973.5,1555.9939,"15-49","N"
504,1973.5,1098851.9304,"15-49","N"
508,1973.5,496791.1091,"15-49","N"
512,1973.5,47036.5444,"15-49","N"
516,1973.5,82421.0130000001,"15-49","N"
520,1973.5,528.344000000001,"15-49","N"
524,1973.5,488818.6026,"15-49","N"
528,1973.5,1028920.8783,"15-49","N"
531,1973.5,21859.6092,"15-49","N"
533,1973.5,7818.0072,"15-49","N"
540,1973.5,17771.1192,"15-49","N"
548,1973.5,7605.8374,"15-49","N"
554,1973.5,303593.8559,"15-49","N"
558,1973.5,239508.6632,"15-49","N"
562,1973.5,151917.019,"15-49","N"
566,1973.5,3128719.07100001,"15-49","N"
578,1973.5,292252.7499,"15-49","N"
583,1973.5,6284.5169,"15-49","N"
584,1973.5,1697.991,"15-49","N"
585,1973.5,1286.8075,"15-49","N"
586,1973.5,3481438.9949,"15-49","N"
591,1973.5,146940.1502,"15-49","N"
598,1973.5,153991.7139,"15-49","N"
600,1973.5,269327.8852,"15-49","N"
604,1973.5,1313452.5081,"15-49","N"
608,1973.5,3601479.7633,"15-49","N"
616,1973.5,3205254.3301,"15-49","N"
620,1973.5,665514.4745,"15-49","N"
624,1973.5,35372.165,"15-49","N"
626,1973.5,40172.423,"15-49","N"
630,1973.5,330500.2893,"15-49","N"
634,1973.5,9456.9471,"15-49","N"
638,1973.5,50488.5373,"15-49","N"
642,1973.5,1443924.1987,"15-49","N"
643,1973.5,12332335.5263,"15-49","N"
646,1973.5,316709.6988,"15-49","N"
659,1973.5,4966.0006,"15-49","N"
660,1973.5,784.207100000001,"15-49","N"
662,1973.5,10066.5922,"15-49","N"
666,1973.5,556.7042,"15-49","N"
670,1973.5,9067.0766,"15-49","N"
674,1973.5,1225.1496,"15-49","N"
678,1973.5,7135.93160000001,"15-49","N"
682,1973.5,523028.2802,"15-49","N"
686,1973.5,275021.450900001,"15-49","N"
688,1973.5,643146.881899999,"15-49","N"
690,1973.5,5838.60960000001,"15-49","N"
694,1973.5,125956.15,"15-49","N"
702,1973.5,248029.7469,"15-49","N"
703,1973.5,382352.4244,"15-49","N"
704,1973.5,4066226.48409999,"15-49","N"
705,1973.5,195269.2304,"15-49","N"
706,1973.5,295161.924999999,"15-49","N"
710,1973.5,2801099.2762,"15-49","N"
716,1973.5,417456.717699999,"15-49","N"
724,1973.5,3285379.38610001,"15-49","N"
728,1973.5,221280.8529,"15-49","N"
729,1973.5,722287.8169,"15-49","N"
732,1973.5,3417.39230000001,"15-49","N"
740,1973.5,36368.0302,"15-49","N"
748,1973.5,60347.799,"15-49","N"
752,1973.5,664717.0026,"15-49","N"
756,1973.5,562258.5488,"15-49","N"
760,1973.5,447174.581199999,"15-49","N"
762,1973.5,218780.4326,"15-49","N"
764,1973.5,3311888.5542,"15-49","N"
768,1973.5,123429.1665,"15-49","N"
772,1973.5,172.3243,"15-49","N"
776,1973.5,8789.74860000001,"15-49","N"
780,1973.5,123119.089,"15-49","N"
784,1973.5,10749.7982,"15-49","N"
788,1973.5,443724.1875,"15-49","N"
792,1973.5,2346960.9007,"15-49","N"
795,1973.5,181236.705,"15-49","N"
796,1973.5,580.611399999999,"15-49","N"
798,1973.5,554.399999999999,"15-49","N"
800,1973.5,798354.22,"15-49","N"
804,1973.5,3833447.24589999,"15-49","N"
807,1973.5,150474.0251,"15-49","N"
818,1973.5,2973981.4737,"15-49","N"
826,1973.5,3567623.95299999,"15-49","N"
834,1973.5,1099589.9454,"15-49","N"
840,1973.5,17565144.6459,"15-49","N"
850,1973.5,8058.98029999998,"15-49","N"
854,1973.5,215045.6668,"15-49","N"
858,1973.5,262626.0891,"15-49","N"
860,1973.5,953788.782700001,"15-49","N"
862,1973.5,1277558.3342,"15-49","N"
876,1973.5,1064.0578,"15-49","N"
882,1973.5,12693.4358,"15-49","N"
887,1973.5,453854.576,"15-49","N"
894,1973.5,285172.9603,"15-49","N"
4,1974.5,2092381.973,"15-49","Y"
8,1974.5,353060.8944,"15-49","Y"
12,1974.5,2074690.2132,"15-49","Y"
16,1974.5,3823.7311,"15-49","Y"
24,1974.5,1078565.6128,"15-49","Y"
28,1974.5,5185.4212,"15-49","Y"
31,1974.5,844906.5704,"15-49","Y"
32,1974.5,3780724.9562,"15-49","Y"
36,1974.5,1922274.824,"15-49","Y"
40,1974.5,1110106.2498,"15-49","Y"
44,1974.5,23527.295,"15-49","Y"
48,1974.5,34016.9088,"15-49","Y"
50,1974.5,13022399.5477,"15-49","Y"
51,1974.5,453061.3408,"15-49","Y"
52,1974.5,27136.2229,"15-49","Y"
56,1974.5,1617481.7943,"15-49","Y"
60,1974.5,8152.0149,"15-49","Y"
64,1974.5,50621.6019,"15-49","Y"
68,1974.5,711211.284,"15-49","Y"
70,1974.5,615787.8339,"15-49","Y"
72,1974.5,67805.6855,"15-49","Y"
76,1974.5,14244885.8062,"15-49","Y"
84,1974.5,16023.9852,"15-49","Y"
90,1974.5,25524.4447,"15-49","Y"
92,1974.5,1005.3473,"15-49","Y"
96,1974.5,19176.1856,"15-49","Y"
100,1974.5,1654934.281,"15-49","Y"
104,1974.5,4343809.1565,"15-49","Y"
108,1974.5,507472.9813,"15-49","Y"
112,1974.5,1687277.6446,"15-49","Y"
116,1974.5,1037341.8545,"15-49","Y"
120,1974.5,1177184.1797,"15-49","Y"
124,1974.5,3843921.3582,"15-49","Y"
132,1974.5,28452.9219,"15-49","Y"
136,1974.5,1671.2183,"15-49","Y"
140,1974.5,371789.368,"15-49","Y"
144,1974.5,1859815.8601,"15-49","Y"
148,1974.5,687654.587,"15-49","Y"
152,1974.5,1360027.5479,"15-49","Y"
156,1974.5,133757081.6398,"15-49","Y"
158,1974.5,2323824.5023,"15-49","Y"
170,1974.5,2688096.5134,"15-49","Y"
174,1974.5,38588.2243,"15-49","Y"
175,1974.5,4127.9885,"15-49","Y"
178,1974.5,197121.2734,"15-49","Y"
180,1974.5,3632559.3479,"15-49","Y"
184,1974.5,2251.0027,"15-49","Y"
188,1974.5,267167.8272,"15-49","Y"
191,1974.5,759995.4703,"15-49","Y"
192,1974.5,1441599.7742,"15-49","Y"
196,1974.5,98057.8746,"15-49","Y"
203,1974.5,1762963.6047,"15-49","Y"
204,1974.5,594975.7057,"15-49","Y"
208,1974.5,803251.3726,"15-49","Y"
212,1974.5,5495.4624,"15-49","Y"
214,1974.5,646787.2872,"15-49","Y"
218,1974.5,904959.9546,"15-49","Y"
222,1974.5,507272.4891,"15-49","Y"
226,1974.5,42762.8027,"15-49","Y"
231,1974.5,5465713.4173,"15-49","Y"
232,1974.5,221490.306,"15-49","Y"
233,1974.5,234805.3602,"15-49","Y"
234,1974.5,5201.5486,"15-49","Y"
238,1974.5,340.9333,"15-49","Y"
242,1974.5,83328.4583,"15-49","Y"
246,1974.5,734377.4593,"15-49","Y"
250,1974.5,8115914.3383,"15-49","Y"
254,1974.5,6515.6126,"15-49","Y"
258,1974.5,13120.3112,"15-49","Y"
262,1974.5,20108.1603,"15-49","Y"
266,1974.5,114814.8001,"15-49","Y"
268,1974.5,848959.7315,"15-49","Y"
270,1974.5,115504.1886,"15-49","Y"
275,1974.5,171045.0679,"15-49","Y"
276,1974.5,10810742.641,"15-49","Y"
288,1974.5,1489888.622,"15-49","Y"
292,1974.5,4169.5557,"15-49","Y"
296,1974.5,8519.6089,"15-49","Y"
300,1974.5,1411464.6223,"15-49","Y"
304,1974.5,5882.4631,"15-49","Y"
308,1974.5,7703.1619,"15-49","Y"
312,1974.5,33381.291,"15-49","Y"
316,1974.5,13709.5896,"15-49","Y"
320,1974.5,854365.4125,"15-49","Y"
324,1974.5,857417.151,"15-49","Y"
328,1974.5,85022.7132,"15-49","Y"
332,1974.5,699233.9303,"15-49","Y"
340,1974.5,389586.209,"15-49","Y"
344,1974.5,559634.2414,"15-49","Y"
348,1974.5,1918391.4673,"15-49","Y"
352,1974.5,30134.3872,"15-49","Y"
356,1974.5,110758847.306,"15-49","Y"
360,1974.5,20591257.9301,"15-49","Y"
364,1974.5,5124391.9114,"15-49","Y"
368,1974.5,1624457.7877,"15-49","Y"
372,1974.5,345253.076,"15-49","Y"
376,1974.5,498125.0826,"15-49","Y"
380,1974.5,8339594.7969,"15-49","Y"
384,1974.5,1061805.3055,"15-49","Y"
388,1974.5,207065.9934,"15-49","Y"
392,1974.5,19325419.9859,"15-49","Y"
398,1974.5,2109824.9394,"15-49","Y"
400,1974.5,245361.4735,"15-49","Y"
404,1974.5,1739832.759,"15-49","Y"
408,1974.5,2896481.8082,"15-49","Y"
410,1974.5,4914879.7265,"15-49","Y"
414,1974.5,144072.0205,"15-49","Y"
417,1974.5,516519.125,"15-49","Y"
418,1974.5,446358.2015,"15-49","Y"
422,1974.5,339547.8412,"15-49","Y"
426,1974.5,185723.3991,"15-49","Y"
428,1974.5,412765.3005,"15-49","Y"
430,1974.5,275454.8777,"15-49","Y"
434,1974.5,248168.1657,"15-49","Y"
438,1974.5,3171.2287,"15-49","Y"
440,1974.5,559112.9582,"15-49","Y"
442,1974.5,56817.6712,"15-49","Y"
446,1974.5,27974.6435,"15-49","Y"
450,1974.5,1012928.3959,"15-49","Y"
454,1974.5,880328.993,"15-49","Y"
458,1974.5,1594869.7034,"15-49","Y"
462,1974.5,21188.0551,"15-49","Y"
466,1974.5,1168241.182,"15-49","Y"
470,1974.5,44866.363,"15-49","Y"
474,1974.5,33286.007,"15-49","Y"
478,1974.5,177528.7859,"15-49","Y"
480,1974.5,116991.1683,"15-49","Y"
484,1974.5,7514090.6694,"15-49","Y"
496,1974.5,162333.6515,"15-49","Y"
498,1974.5,687685.0269,"15-49","Y"
499,1974.5,94803.4385,"15-49","Y"
500,1974.5,706.1625,"15-49","Y"
504,1974.5,2629413.3914,"15-49","Y"
508,1974.5,1610504.0819,"15-49","Y"
512,1974.5,108773.7953,"15-49","Y"
516,1974.5,103167.6368,"15-49","Y"
520,1974.5,856.006,"15-49","Y"
524,1974.5,2637935.5216,"15-49","Y"
528,1974.5,2176527.8939,"15-49","Y"
531,1974.5,16136.0223,"15-49","Y"
533,1974.5,7650.3101,"15-49","Y"
540,1974.5,10235.3862,"15-49","Y"
548,1974.5,13308.208,"15-49","Y"
554,1974.5,383046.2364,"15-49","Y"
558,1974.5,346246.9983,"15-49","Y"
562,1974.5,1036757.1357,"15-49","Y"
566,1974.5,10662275.979,"15-49","Y"
578,1974.5,573034.2021,"15-49","Y"
583,1974.5,6921.9239,"15-49","Y"
584,1974.5,3145.092,"15-49","Y"
585,1974.5,1176.9157,"15-49","Y"
586,1974.5,10018678.1533,"15-49","Y"
591,1974.5,218851.3141,"15-49","Y"
598,1974.5,444448.0805,"15-49","Y"
600,1974.5,303983.9352,"15-49","Y"
604,1974.5,1966305.6501,"15-49","Y"
608,1974.5,5548789.3675,"15-49","Y"
616,1974.5,5663484.3936,"15-49","Y"
620,1974.5,1534328.6702,"15-49","Y"
624,1974.5,103680.016,"15-49","Y"
626,1974.5,104954.461,"15-49","Y"
630,1974.5,381257.5509,"15-49","Y"
634,1974.5,19921.9173,"15-49","Y"
638,1974.5,64243.3871,"15-49","Y"
642,1974.5,4033815.3534,"15-49","Y"
643,1974.5,24263242.8755,"15-49","Y"
646,1974.5,621689.0388,"15-49","Y"
659,1974.5,3835.8486,"15-49","Y"
660,1974.5,448.1984,"15-49","Y"
662,1974.5,12380.3997,"15-49","Y"
666,1974.5,768.3556,"15-49","Y"
670,1974.5,10257.4474,"15-49","Y"
674,1974.5,3311.9327,"15-49","Y"
678,1974.5,9376.5304,"15-49","Y"
682,1974.5,1005158.3689,"15-49","Y"
686,1974.5,792868.0065,"15-49","Y"
688,1974.5,1468042.3738,"15-49","Y"
690,1974.5,5744.4158,"15-49","Y"
694,1974.5,558343.7998,"15-49","Y"
702,1974.5,293938.2779,"15-49","Y"
703,1974.5,790164.5197,"15-49","Y"
704,1974.5,6001049.1536,"15-49","Y"
705,1974.5,271179.0183,"15-49","Y"
706,1974.5,610264.665,"15-49","Y"
710,1974.5,2758628.1999,"15-49","Y"
716,1974.5,818735.2512,"15-49","Y"
724,1974.5,5017790.6725,"15-49","Y"
728,1974.5,655045.754,"15-49","Y"
729,1974.5,2017139.1579,"15-49","Y"
732,1974.5,12543.6656,"15-49","Y"
740,1974.5,46844.2523,"15-49","Y"
748,1974.5,50176.899,"15-49","Y"
752,1974.5,1178209.0512,"15-49","Y"
756,1974.5,993819.7554,"15-49","Y"
760,1974.5,992165.4391,"15-49","Y"
762,1974.5,504515.7408,"15-49","Y"
764,1974.5,5747007.5368,"15-49","Y"
768,1974.5,414326.3791,"15-49","Y"
772,1974.5,170.7113,"15-49","Y"
776,1974.5,10589.9055,"15-49","Y"
780,1974.5,126581.368,"15-49","Y"
784,1974.5,54468.9308,"15-49","Y"
788,1974.5,786875.1293,"15-49","Y"
792,1974.5,6192796.1605,"15-49","Y"
795,1974.5,347695.822,"15-49","Y"
796,1974.5,708.0621,"15-49","Y"
798,1974.5,956.228,"15-49","Y"
800,1974.5,1625584.38,"15-49","Y"
804,1974.5,9139685.1103,"15-49","Y"
807,1974.5,292747.7469,"15-49","Y"
818,1974.5,5440959.2733,"15-49","Y"
826,1974.5,8854662.676,"15-49","Y"
834,1974.5,2344433.9645,"15-49","Y"
840,1974.5,32840413.9873,"15-49","Y"
850,1974.5,10638.061,"15-49","Y"
854,1974.5,1144194.5662,"15-49","Y"
858,1974.5,430438.5642,"15-49","Y"
860,1974.5,1958561.2382,"15-49","Y"
862,1974.5,1584776.8077,"15-49","Y"
876,1974.5,975.4285,"15-49","Y"
882,1974.5,16944.2602,"15-49","Y"
887,1974.5,1210570.72,"15-49","Y"
894,1974.5,711762.134,"15-49","Y"
4,1974.5,501919.027,"15-49","N"
8,1974.5,208396.1056,"15-49","N"
12,1974.5,1092442.7868,"15-49","N"
16,1974.5,2722.2689,"15-49","N"
24,1974.5,404845.387199999,"15-49","N"
28,1974.5,9512.57880000002,"15-49","N"
31,1974.5,536334.429600001,"15-49","N"
32,1974.5,2544139.0438,"15-49","N"
36,1974.5,1346839.176,"15-49","N"
40,1974.5,622271.750199999,"15-49","N"
44,1974.5,22039.705,"15-49","N"
48,1974.5,17126.0912,"15-49","N"
50,1974.5,2235822.4523,"15-49","N"
51,1974.5,261724.6592,"15-49","N"
52,1974.5,28647.7771,"15-49","N"
56,1974.5,665377.205699999,"15-49","N"
60,1974.5,5499.98509999999,"15-49","N"
64,1974.5,25208.3980999999,"15-49","N"
68,1974.5,449662.716,"15-49","N"
70,1974.5,447049.1661,"15-49","N"
72,1974.5,87953.3145,"15-49","N"
76,1974.5,11011755.1938,"15-49","N"
84,1974.5,9137.01480000001,"15-49","N"
90,1974.5,12836.5553,"15-49","N"
92,1974.5,1054.6527,"15-49","N"
96,1974.5,13199.8144,"15-49","N"
100,1974.5,582252.718999999,"15-49","N"
104,1974.5,2462758.8435,"15-49","N"
108,1974.5,303562.0187,"15-49","N"
112,1974.5,812324.355399998,"15-49","N"
116,1974.5,578870.1455,"15-49","N"
120,1974.5,434192.8203,"15-49","N"
124,1974.5,1855830.6418,"15-49","N"
132,1974.5,36707.0780999999,"15-49","N"
136,1974.5,1471.7817,"15-49","N"
140,1974.5,131934.632,"15-49","N"
144,1974.5,1270241.1399,"15-49","N"
148,1974.5,194814.413,"15-49","N"
152,1974.5,1228309.4521,"15-49","N"
156,1974.5,68290908.3602,"15-49","N"
158,1974.5,1569212.4977,"15-49","N"
170,1974.5,2507875.4866,"15-49","N"
174,1974.5,18820.7757,"15-49","N"
175,1974.5,4215.01149999999,"15-49","N"
178,1974.5,149972.7266,"15-49","N"
180,1974.5,1592858.6521,"15-49","N"
184,1974.5,1625.9973,"15-49","N"
188,1974.5,211275.1728,"15-49","N"
191,1974.5,433417.529699999,"15-49","N"
192,1974.5,700221.225800001,"15-49","N"
196,1974.5,66725.1254,"15-49","N"
203,1974.5,682459.395299999,"15-49","N"
204,1974.5,134016.2943,"15-49","N"
208,1974.5,363012.627399999,"15-49","N"
212,1974.5,8911.53760000001,"15-49","N"
214,1974.5,453830.712799999,"15-49","N"
218,1974.5,619336.045399999,"15-49","N"
222,1974.5,376102.510899999,"15-49","N"
226,1974.5,25990.1973,"15-49","N"
231,1974.5,1607162.5827,"15-49","N"
232,1974.5,106160.694,"15-49","N"
233,1974.5,132404.6398,"15-49","N"
234,1974.5,3266.4514,"15-49","N"
238,1974.5,175.0667,"15-49","N"
242,1974.5,49714.5416999999,"15-49","N"
246,1974.5,458072.540699999,"15-49","N"
250,1974.5,4132678.66169999,"15-49","N"
254,1974.5,5430.38739999999,"15-49","N"
258,1974.5,15987.6888,"15-49","N"
262,1974.5,22294.8397,"15-49","N"
266,1974.5,28237.1998999999,"15-49","N"
268,1974.5,468566.268500001,"15-49","N"
270,1974.5,24142.8114000001,"15-49","N"
275,1974.5,87133.9320999998,"15-49","N"
276,1974.5,7609264.35899998,"15-49","N"
288,1974.5,696937.378,"15-49","N"
292,1974.5,2177.4443,"15-49","N"
296,1974.5,5261.39110000001,"15-49","N"
300,1974.5,734291.3777,"15-49","N"
304,1974.5,4816.53689999999,"15-49","N"
308,1974.5,13726.8381,"15-49","N"
312,1974.5,38497.709,"15-49","N"
316,1974.5,8834.41039999999,"15-49","N"
320,1974.5,458657.587500001,"15-49","N"
324,1974.5,194228.849000001,"15-49","N"
328,1974.5,74927.2867999998,"15-49","N"
332,1974.5,478384.0697,"15-49","N"
340,1974.5,268422.791,"15-49","N"
344,1974.5,450899.7586,"15-49","N"
348,1974.5,749403.532699999,"15-49","N"
352,1974.5,19676.6128,"15-49","N"
356,1974.5,25102236.694,"15-49","N"
360,1974.5,8938604.06990001,"15-49","N"
364,1974.5,1805374.0886,"15-49","N"
368,1974.5,669689.2123,"15-49","N"
372,1974.5,311565.923999999,"15-49","N"
376,1974.5,277976.9174,"15-49","N"
380,1974.5,4785899.2031,"15-49","N"
384,1974.5,306424.6945,"15-49","N"
388,1974.5,189728.0066,"15-49","N"
392,1974.5,11144995.0141,"15-49","N"
398,1974.5,1159974.0606,"15-49","N"
400,1974.5,115699.5265,"15-49","N"
404,1974.5,982788.241,"15-49","N"
408,1974.5,1446930.1918,"15-49","N"
410,1974.5,3437936.2735,"15-49","N"
414,1974.5,55896.9795,"15-49","N"
417,1974.5,263675.875,"15-49","N"
418,1974.5,233528.7985,"15-49","N"
422,1974.5,254158.1588,"15-49","N"
426,1974.5,84529.6008999999,"15-49","N"
428,1974.5,240437.6995,"15-49","N"
430,1974.5,95790.1222999999,"15-49","N"
434,1974.5,144263.8343,"15-49","N"
438,1974.5,2589.7713,"15-49","N"
440,1974.5,306106.0418,"15-49","N"
442,1974.5,27988.3288,"15-49","N"
446,1974.5,35223.3565,"15-49","N"
450,1974.5,547757.6041,"15-49","N"
454,1974.5,307178.007,"15-49","N"
458,1974.5,1007847.2966,"15-49","N"
462,1974.5,7231.9449,"15-49","N"
466,1974.5,299564.818000001,"15-49","N"
470,1974.5,41789.637,"15-49","N"
474,1974.5,39993.9929999999,"15-49","N"
478,1974.5,101288.2141,"15-49","N"
480,1974.5,91681.8316999999,"15-49","N"
484,1974.5,4778750.33059999,"15-49","N"
496,1974.5,117616.3485,"15-49","N"
498,1974.5,366042.9731,"15-49","N"
499,1974.5,50750.5615000001,"15-49","N"
500,1974.5,1586.8375,"15-49","N"
504,1974.5,1163195.6086,"15-49","N"
508,1974.5,515687.918100001,"15-49","N"
512,1974.5,48494.2047,"15-49","N"
516,1974.5,85720.3631999999,"15-49","N"
520,1974.5,555.993999999999,"15-49","N"
524,1974.5,502795.4784,"15-49","N"
528,1974.5,1051086.1061,"15-49","N"
531,1974.5,22373.9777,"15-49","N"
533,1974.5,8033.68990000001,"15-49","N"
540,1974.5,18598.6138,"15-49","N"
548,1974.5,7894.79200000001,"15-49","N"
554,1974.5,313617.7636,"15-49","N"
558,1974.5,248258.0017,"15-49","N"
562,1974.5,156215.8643,"15-49","N"
566,1974.5,3202441.021,"15-49","N"
578,1974.5,296974.7979,"15-49","N"
583,1974.5,6474.07610000001,"15-49","N"
584,1974.5,1771.908,"15-49","N"
585,1974.5,1315.0843,"15-49","N"
586,1974.5,3611938.84670001,"15-49","N"
591,1974.5,152559.6859,"15-49","N"
598,1974.5,157762.9195,"15-49","N"
600,1974.5,276570.0648,"15-49","N"
604,1974.5,1362926.3499,"15-49","N"
608,1974.5,3716754.6325,"15-49","N"
616,1974.5,3224891.6064,"15-49","N"
620,1974.5,673926.329800001,"15-49","N"
624,1974.5,36640.984,"15-49","N"
626,1974.5,40790.539,"15-49","N"
630,1974.5,339053.4491,"15-49","N"
634,1974.5,10267.0827,"15-49","N"
638,1974.5,52093.6128999999,"15-49","N"
642,1974.5,1433053.6466,"15-49","N"
643,1974.5,12468837.1245,"15-49","N"
646,1974.5,333818.9612,"15-49","N"
659,1974.5,5125.1514,"15-49","N"
660,1974.5,790.8016,"15-49","N"
662,1974.5,10460.6003,"15-49","N"
666,1974.5,571.644400000001,"15-49","N"
670,1974.5,9288.55259999999,"15-49","N"
674,1974.5,1312.0673,"15-49","N"
678,1974.5,7315.4696,"15-49","N"
682,1974.5,550509.631099999,"15-49","N"
