"division_numeric_code","mid_year","population_count","age_range","is_in_union"
4,1970.5,1926795.063,"15-49","Y"
8,1970.5,313884.9025,"15-49","Y"
12,1970.5,1880521.4926,"15-49","Y"
16,1970.5,3337.6105,"15-49","Y"
24,1970.5,998301.5184,"15-49","Y"
28,1970.5,5224.4529,"15-49","Y"
31,1970.5,790591.001,"15-49","Y"
32,1970.5,3625946.6057,"15-49","Y"
36,1970.5,1735959.6294,"15-49","Y"
40,1970.5,1143413.5884,"15-49","Y"
44,1970.5,21820.0223,"15-49","Y"
48,1970.5,29604.4259,"15-49","Y"
50,1970.5,12101195.6903,"15-49","Y"
51,1970.5,403699.525,"15-49","Y"
52,1970.5,26125.615,"15-49","Y"
56,1970.5,1630534.6225,"15-49","Y"
60,1970.5,7665.8569,"15-49","Y"
64,1970.5,45158.664,"15-49","Y"
68,1970.5,648345.2235,"15-49","Y"
70,1970.5,580677.0369,"15-49","Y"
72,1970.5,61364.3555,"15-49","Y"
76,1970.5,12619418.0316,"15-49","Y"
84,1970.5,15331.8492,"15-49","Y"
90,1970.5,23862.6039,"15-49","Y"
92,1970.5,901.2499,"15-49","Y"
96,1970.5,16317.0184,"15-49","Y"
100,1970.5,1644922.5615,"15-49","Y"
104,1970.5,3999753.3945,"15-49","Y"
108,1970.5,494765.5623,"15-49","Y"
112,1970.5,1658290.6247,"15-49","Y"
116,1970.5,1035815.9156,"15-49","Y"
120,1970.5,1089787.7501,"15-49","Y"
124,1970.5,3559557.1985,"15-49","Y"
132,1970.5,26861.0633,"15-49","Y"
136,1970.5,1295.7548,"15-49","Y"
140,1970.5,349532.3215,"15-49","Y"
144,1970.5,1668241.2671,"15-49","Y"
148,1970.5,640942.018,"15-49","Y"
152,1970.5,1282125.5103,"15-49","Y"
156,1970.5,119964215.6061,"15-49","Y"
158,1970.5,2076892.638,"15-49","Y"
170,1970.5,2380622.3777,"15-49","Y"
174,1970.5,35008.2224,"15-49","Y"
175,1970.5,3676.5491,"15-49","Y"
178,1970.5,177115.4038,"15-49","Y"
180,1970.5,3337301.6423,"15-49","Y"
184,1970.5,2340.0307,"15-49","Y"
188,1970.5,231381.9192,"15-49","Y"
191,1970.5,761986.6232,"15-49","Y"
192,1970.5,1381206.4078,"15-49","Y"
196,1970.5,94024.8492,"15-49","Y"
203,1970.5,1735890.0415,"15-49","Y"
204,1970.5,555027.3393,"15-49","Y"
208,1970.5,792793.6482,"15-49","Y"
212,1970.5,5396.7843,"15-49","Y"
214,1970.5,580816.6742,"15-49","Y"
218,1970.5,790830.9481,"15-49","Y"
222,1970.5,457239.0248,"15-49","Y"
226,1970.5,46531.4654,"15-49","Y"
231,1970.5,5007458.4236,"15-49","Y"
232,1970.5,202743.906,"15-49","Y"
233,1970.5,230907.8598,"15-49","Y"
234,1970.5,4991.1408,"15-49","Y"
238,1970.5,334.7168,"15-49","Y"
242,1970.5,74268.0026,"15-49","Y"
246,1970.5,709456.4224,"15-49","Y"
250,1970.5,8026625.359,"15-49","Y"
254,1970.5,5382.0046,"15-49","Y"
258,1970.5,11409.72,"15-49","Y"
262,1970.5,15409.7286,"15-49","Y"
266,1970.5,111342.5265,"15-49","Y"
268,1970.5,822659.869,"15-49","Y"
270,1970.5,104858.9783,"15-49","Y"
275,1970.5,156152.2878,"15-49","Y"
276,1970.5,11014806.5939,"15-49","Y"
288,1970.5,1333470.746,"15-49","Y"
292,1970.5,4293.8299,"15-49","Y"
296,1970.5,7685.352,"15-49","Y"
300,1970.5,1419336.6178,"15-49","Y"
304,1970.5,5487.5359,"15-49","Y"
308,1970.5,7721.6375,"15-49","Y"
312,1970.5,32474.817,"15-49","Y"
316,1970.5,11583.3552,"15-49","Y"
320,1970.5,777997.6771,"15-49","Y"
324,1970.5,810093.564,"15-49","Y"
328,1970.5,79612.7994,"15-49","Y"
332,1970.5,653522.2355,"15-49","Y"
340,1970.5,345274.3434,"15-49","Y"
344,1970.5,530657.8147,"15-49","Y"
348,1970.5,1913396.3428,"15-49","Y"
352,1970.5,28201.1365,"15-49","Y"
356,1970.5,101477705.7744,"15-49","Y"
360,1970.5,18791828.6072,"15-49","Y"
364,1970.5,4555273.3547,"15-49","Y"
368,1970.5,1463764.596,"15-49","Y"
372,1970.5,330882.2576,"15-49","Y"
376,1970.5,441639.8771,"15-49","Y"
380,1970.5,8522654.6597,"15-49","Y"
384,1970.5,904385.7215,"15-49","Y"
388,1970.5,207147.1169,"15-49","Y"
392,1970.5,18749951.3989,"15-49","Y"
398,1970.5,1970417.9936,"15-49","Y"
400,1970.5,216067.1113,"15-49","Y"
404,1970.5,1564540.986,"15-49","Y"
408,1970.5,2757319.334,"15-49","Y"
410,1970.5,4604231.1582,"15-49","Y"
414,1970.5,112497.3044,"15-49","Y"
417,1970.5,471181.9955,"15-49","Y"
418,1970.5,407592.7418,"15-49","Y"
422,1970.5,304365.9298,"15-49","Y"
426,1970.5,168477.5589,"15-49","Y"
428,1970.5,407459.7582,"15-49","Y"
430,1970.5,250471.9177,"15-49","Y"
434,1970.5,232530.3392,"15-49","Y"
438,1970.5,2878.8039,"15-49","Y"
440,1970.5,544971.4035,"15-49","Y"
442,1970.5,56402.4753,"15-49","Y"
446,1970.5,26719.7227,"15-49","Y"
450,1970.5,889837.8887,"15-49","Y"
454,1970.5,814016.0612,"15-49","Y"
458,1970.5,1435452.2574,"15-49","Y"
462,1970.5,19266.7384,"15-49","Y"
466,1970.5,1107786.8452,"15-49","Y"
470,1970.5,42893.826,"15-49","Y"
474,1970.5,33085.435,"15-49","Y"
478,1970.5,161094.204,"15-49","Y"
480,1970.5,104938.7585,"15-49","Y"
484,1970.5,6639809.1458,"15-49","Y"
496,1970.5,149905.2285,"15-49","Y"
498,1970.5,656283.3716,"15-49","Y"
499,1970.5,87698.8646,"15-49","Y"
500,1970.5,690.8925,"15-49","Y"
504,1970.5,2426011.7855,"15-49","Y"
508,1970.5,1476835.134,"15-49","Y"
512,1970.5,100981.3184,"15-49","Y"
516,1970.5,96222.4582,"15-49","Y"
520,1970.5,773.556,"15-49","Y"
524,1970.5,2453050.8671,"15-49","Y"
528,1970.5,2101851.7152,"15-49","Y"
531,1970.5,14903.7939,"15-49","Y"
533,1970.5,7102.0233,"15-49","Y"
540,1970.5,8568.9974,"15-49","Y"
548,1970.5,11427.0675,"15-49","Y"
554,1970.5,351162.8939,"15-49","Y"
558,1970.5,308530.504,"15-49","Y"
562,1970.5,935561.4737,"15-49","Y"
566,1970.5,9848845.393,"15-49","Y"
578,1970.5,579174.5942,"15-49","Y"
583,1970.5,6409.8766,"15-49","Y"
584,1970.5,2879.384,"15-49","Y"
585,1970.5,1094.5232,"15-49","Y"
586,1970.5,9038508.35,"15-49","Y"
591,1970.5,195010.2997,"15-49","Y"
598,1970.5,416558.6031,"15-49","Y"
600,1970.5,272590.2957,"15-49","Y"
604,1970.5,1766280.3371,"15-49","Y"
608,1970.5,4992470.5893,"15-49","Y"
616,1970.5,5368291.024,"15-49","Y"
620,1970.5,1497171.5417,"15-49","Y"
624,1970.5,100033.118,"15-49","Y"
626,1970.5,97899.112,"15-49","Y"
630,1970.5,344060.7833,"15-49","Y"
634,1970.5,16996.1747,"15-49","Y"
638,1970.5,58478.7215,"15-49","Y"
642,1970.5,3898524.6658,"15-49","Y"
643,1970.5,23451648.2851,"15-49","Y"
646,1970.5,559782.1302,"15-49","Y"
659,1970.5,3753.0956,"15-49","Y"
660,1970.5,466.8796,"15-49","Y"
662,1970.5,11807.8977,"15-49","Y"
666,1970.5,744.6598,"15-49","Y"
670,1970.5,10058.5662,"15-49","Y"
674,1970.5,3320.919,"15-49","Y"
678,1970.5,8499.9964,"15-49","Y"
682,1970.5,819046.544,"15-49","Y"
686,1970.5,709548.7568,"15-49","Y"
688,1970.5,1420355.5171,"15-49","Y"
690,1970.5,5432.4179,"15-49","Y"
694,1970.5,527330.6414,"15-49","Y"
702,1970.5,262466.3653,"15-49","Y"
703,1970.5,760393.1591,"15-49","Y"
704,1970.5,5434185.243,"15-49","Y"
705,1970.5,265523.0728,"15-49","Y"
706,1970.5,544905.565,"15-49","Y"
710,1970.5,2440280.8786,"15-49","Y"
716,1970.5,715659.4658,"15-49","Y"
724,1970.5,5025829.5247,"15-49","Y"
728,1970.5,612333.2201,"15-49","Y"
729,1970.5,1788587.2376,"15-49","Y"
732,1970.5,12388.9363,"15-49","Y"
740,1970.5,43464.441,"15-49","Y"
748,1970.5,44712.197,"15-49","Y"
752,1970.5,1181833.3123,"15-49","Y"
756,1970.5,979571.8674,"15-49","Y"
760,1970.5,897946.5813,"15-49","Y"
762,1970.5,453803.6051,"15-49","Y"
764,1970.5,5121970.7501,"15-49","Y"
768,1970.5,381064.3985,"15-49","Y"
772,1970.5,197.1341,"15-49","Y"
776,1970.5,9988.8312,"15-49","Y"
780,1970.5,114595.368,"15-49","Y"
784,1970.5,35574.4333,"15-49","Y"
788,1970.5,708291.3305,"15-49","Y"
792,1970.5,5689073.3185,"15-49","Y"
795,1970.5,312255.292,"15-49","Y"
796,1970.5,634.3687,"15-49","Y"
798,1970.5,897.516,"15-49","Y"
800,1970.5,1491733.824,"15-49","Y"
804,1970.5,9045238.3594,"15-49","Y"
807,1970.5,268309.2482,"15-49","Y"
818,1970.5,4993724.5131,"15-49","Y"
826,1970.5,9071462.108,"15-49","Y"
834,1970.5,2066231.22,"15-49","Y"
840,1970.5,31465902.2282,"15-49","Y"
850,1970.5,9429.7728,"15-49","Y"
854,1970.5,1084560.7396,"15-49","Y"
858,1970.5,426449.5522,"15-49","Y"
860,1970.5,1741782.2583,"15-49","Y"
862,1970.5,1388322.4369,"15-49","Y"
876,1970.5,972.7604,"15-49","Y"
882,1970.5,16005.3235,"15-49","Y"
887,1970.5,1122671.477,"15-49","Y"
894,1970.5,660930.0949,"15-49","Y"
4,1970.5,449191.936999998,"15-49","N"
8,1970.5,171366.0975,"15-49","N"
12,1970.5,945638.507399998,"15-49","N"
16,1970.5,2412.3895,"15-49","N"
24,1970.5,325148.481600001,"15-49","N"
28,1970.5,8863.54709999999,"15-49","N"
31,1970.5,421539.999000001,"15-49","N"
32,1970.5,2366787.3943,"15-49","N"
36,1970.5,1213968.3706,"15-49","N"
40,1970.5,571117.411600001,"15-49","N"
44,1970.5,17868.9777,"15-49","N"
48,1970.5,12290.5741,"15-49","N"
50,1970.5,2028338.3097,"15-49","N"
51,1970.5,201973.475,"15-49","N"
52,1970.5,25336.385,"15-49","N"
56,1970.5,615669.3775,"15-49","N"
60,1970.5,4928.14309999999,"15-49","N"
64,1970.5,22676.336,"15-49","N"
68,1970.5,409809.7765,"15-49","N"
70,1970.5,410982.963100001,"15-49","N"
72,1970.5,74135.6445000001,"15-49","N"
76,1970.5,9721794.96839998,"15-49","N"
84,1970.5,7802.15079999998,"15-49","N"
90,1970.5,11885.3961,"15-49","N"
92,1970.5,854.750099999999,"15-49","N"
96,1970.5,10276.9816,"15-49","N"
100,1970.5,590361.438499999,"15-49","N"
104,1970.5,2179366.6055,"15-49","N"
108,1970.5,295420.4377,"15-49","N"
112,1970.5,743832.3753,"15-49","N"
116,1970.5,535628.084400001,"15-49","N"
120,1970.5,394253.2499,"15-49","N"
124,1970.5,1557457.8015,"15-49","N"
132,1970.5,32660.9367,"15-49","N"
136,1970.5,1068.2452,"15-49","N"
140,1970.5,123097.6785,"15-49","N"
144,1970.5,1137709.7329,"15-49","N"
148,1970.5,180492.982,"15-49","N"
152,1970.5,1090909.4897,"15-49","N"
156,1970.5,60676773.3939001,"15-49","N"
158,1970.5,1342034.362,"15-49","N"
170,1970.5,2175760.6223,"15-49","N"
174,1970.5,16256.7776,"15-49","N"
175,1970.5,3668.4509,"15-49","N"
178,1970.5,132708.5962,"15-49","N"
180,1970.5,1459104.3577,"15-49","N"
184,1970.5,1538.9693,"15-49","N"
188,1970.5,178771.0808,"15-49","N"
191,1970.5,428282.3768,"15-49","N"
192,1970.5,638400.592200001,"15-49","N"
196,1970.5,61601.1508000001,"15-49","N"
203,1970.5,714869.9585,"15-49","N"
204,1970.5,122932.6607,"15-49","N"
208,1970.5,357060.3518,"15-49","N"
212,1970.5,8105.21569999998,"15-49","N"
214,1970.5,382116.3258,"15-49","N"
218,1970.5,542340.051900001,"15-49","N"
222,1970.5,328170.9752,"15-49","N"
226,1970.5,28162.5346,"15-49","N"
231,1970.5,1486466.5764,"15-49","N"
232,1970.5,95997.094,"15-49","N"
233,1970.5,125688.1402,"15-49","N"
234,1970.5,3063.8592,"15-49","N"
238,1970.5,191.2832,"15-49","N"
242,1970.5,43065.9974000001,"15-49","N"
246,1970.5,451730.5776,"15-49","N"
250,1970.5,3871705.64099999,"15-49","N"
254,1970.5,4498.9954,"15-49","N"
258,1970.5,13657.28,"15-49","N"
262,1970.5,17365.2714,"15-49","N"
266,1970.5,22674.4735,"15-49","N"
268,1970.5,423781.131000001,"15-49","N"
270,1970.5,21501.0217,"15-49","N"
275,1970.5,78758.7121999998,"15-49","N"
276,1970.5,7364914.40609999,"15-49","N"
288,1970.5,604401.253999999,"15-49","N"
292,1970.5,1949.1701,"15-49","N"
296,1970.5,4750.64800000001,"15-49","N"
300,1970.5,696593.382200001,"15-49","N"
304,1970.5,3961.4641,"15-49","N"
308,1970.5,12157.3625,"15-49","N"
312,1970.5,37603.183,"15-49","N"
316,1970.5,7281.64480000001,"15-49","N"
320,1970.5,409052.3229,"15-49","N"
324,1970.5,180795.436,"15-49","N"
328,1970.5,68122.2006,"15-49","N"
332,1970.5,438700.764500001,"15-49","N"
340,1970.5,234571.6566,"15-49","N"
344,1970.5,344612.1853,"15-49","N"
348,1970.5,752954.657199999,"15-49","N"
352,1970.5,17990.8635,"15-49","N"
356,1970.5,21519604.2256,"15-49","N"
360,1970.5,7733211.3928,"15-49","N"
364,1970.5,1552641.6453,"15-49","N"
368,1970.5,630478.403999999,"15-49","N"
372,1970.5,286343.742399999,"15-49","N"
376,1970.5,245234.1229,"15-49","N"
380,1970.5,4629587.3403,"15-49","N"
384,1970.5,258591.278499999,"15-49","N"
388,1970.5,161137.8831,"15-49","N"
392,1970.5,11177658.6011,"15-49","N"
398,1970.5,1006455.0064,"15-49","N"
400,1970.5,89410.8887,"15-49","N"
404,1970.5,827778.013999999,"15-49","N"
408,1970.5,1256280.666,"15-49","N"
410,1970.5,2740957.8418,"15-49","N"
414,1970.5,37798.6956,"15-49","N"
417,1970.5,228019.0045,"15-49","N"
418,1970.5,213515.2582,"15-49","N"
422,1970.5,212009.0702,"15-49","N"
426,1970.5,73580.4410999999,"15-49","N"
428,1970.5,229639.2418,"15-49","N"
430,1970.5,86205.0822999999,"15-49","N"
434,1970.5,130053.6608,"15-49","N"
438,1970.5,2430.1961,"15-49","N"
440,1970.5,286608.5965,"15-49","N"
442,1970.5,24336.5247,"15-49","N"
446,1970.5,28583.2773,"15-49","N"
450,1970.5,476358.1113,"15-49","N"
454,1970.5,279444.9388,"15-49","N"
458,1970.5,838009.742600001,"15-49","N"
462,1970.5,6139.26160000001,"15-49","N"
466,1970.5,285637.1548,"15-49","N"
470,1970.5,41654.174,"15-49","N"
474,1970.5,38357.565,"15-49","N"
478,1970.5,91094.796,"15-49","N"
480,1970.5,80542.2415000001,"15-49","N"
484,1970.5,4032657.85419999,"15-49","N"
496,1970.5,93867.7715,"15-49","N"
498,1970.5,344126.628399999,"15-49","N"
499,1970.5,47891.1354,"15-49","N"
500,1970.5,1459.1075,"15-49","N"
504,1970.5,940832.214499999,"15-49","N"
508,1970.5,455195.866,"15-49","N"
512,1970.5,43850.6815999999,"15-49","N"
516,1970.5,72906.5417999999,"15-49","N"
520,1970.5,448.444,"15-49","N"
524,1970.5,453044.132900001,"15-49","N"
528,1970.5,971464.2848,"15-49","N"
531,1970.5,20202.2061,"15-49","N"
533,1970.5,7515.97669999999,"15-49","N"
540,1970.5,15560.0026,"15-49","N"
548,1970.5,6800.93250000001,"15-49","N"
554,1970.5,282697.1061,"15-49","N"
558,1970.5,215276.496,"15-49","N"
562,1970.5,140325.5263,"15-49","N"
566,1970.5,2937737.60699999,"15-49","N"
578,1970.5,277609.405800001,"15-49","N"
583,1970.5,5744.12339999999,"15-49","N"
584,1970.5,1491.616,"15-49","N"
585,1970.5,1209.4768,"15-49","N"
586,1970.5,3139502.65,"15-49","N"
591,1970.5,131509.7003,"15-49","N"
598,1970.5,146435.3969,"15-49","N"
600,1970.5,246115.7043,"15-49","N"
604,1970.5,1191179.6629,"15-49","N"
608,1970.5,3297593.4107,"15-49","N"
616,1970.5,3028164.976,"15-49","N"
620,1970.5,652324.458300001,"15-49","N"
624,1970.5,32475.882,"15-49","N"
626,1970.5,38743.888,"15-49","N"
630,1970.5,302791.216699999,"15-49","N"
634,1970.5,7622.82530000001,"15-49","N"
638,1970.5,46220.2785,"15-49","N"
642,1970.5,1402033.3342,"15-49","N"
643,1970.5,11616196.7149,"15-49","N"
646,1970.5,266892.8698,"15-49","N"
659,1970.5,4352.9044,"15-49","N"
660,1970.5,771.1204,"15-49","N"
662,1970.5,8969.10229999998,"15-49","N"
666,1970.5,547.340199999999,"15-49","N"
670,1970.5,8520.43380000002,"15-49","N"
674,1970.5,1165.081,"15-49","N"
678,1970.5,6517.00360000001,"15-49","N"
682,1970.5,455087.456,"15-49","N"
686,1970.5,251032.2432,"15-49","N"
688,1970.5,646852.482899999,"15-49","N"
690,1970.5,5175.58209999999,"15-49","N"
694,1970.5,119617.3586,"15-49","N"
702,1970.5,211994.6347,"15-49","N"
703,1970.5,366510.8409,"15-49","N"
704,1970.5,3571316.75700001,"15-49","N"
705,1970.5,190177.9272,"15-49","N"
706,1970.5,271557.435,"15-49","N"
710,1970.5,2574494.1214,"15-49","N"
716,1970.5,375833.5342,"15-49","N"
724,1970.5,3128337.4753,"15-49","N"
728,1970.5,208225.7799,"15-49","N"
729,1970.5,657008.762400001,"15-49","N"
732,1970.5,2846.0637,"15-49","N"
740,1970.5,31078.559,"15-49","N"
748,1970.5,55195.8030000001,"15-49","N"
752,1970.5,662485.687700001,"15-49","N"
756,1970.5,548086.132599999,"15-49","N"
760,1970.5,377037.418699999,"15-49","N"
762,1970.5,183780.3949,"15-49","N"
764,1970.5,2889828.2499,"15-49","N"
768,1970.5,107464.6015,"15-49","N"
772,1970.5,185.8659,"15-49","N"
776,1970.5,8192.16880000001,"15-49","N"
780,1970.5,112706.632,"15-49","N"
784,1970.5,7708.5667,"15-49","N"
788,1970.5,394071.6695,"15-49","N"
792,1970.5,2057096.6815,"15-49","N"
795,1970.5,152689.708,"15-49","N"
796,1970.5,518.6313,"15-49","N"
798,1970.5,526.483999999999,"15-49","N"
800,1970.5,741230.175999999,"15-49","N"
804,1970.5,3676731.6406,"15-49","N"
807,1970.5,139367.7518,"15-49","N"
818,1970.5,2736724.4869,"15-49","N"
826,1970.5,3458376.892,"15-49","N"
834,1970.5,991054.78,"15-49","N"
840,1970.5,15882952.7718,"15-49","N"
850,1970.5,6463.22719999999,"15-49","N"
854,1970.5,202732.2604,"15-49","N"
858,1970.5,256924.447799999,"15-49","N"
860,1970.5,815643.741700001,"15-49","N"
862,1970.5,1123426.5631,"15-49","N"
876,1970.5,1073.2396,"15-49","N"
882,1970.5,11355.6765,"15-49","N"
887,1970.5,428762.522999999,"15-49","N"
894,1970.5,252904.9051,"15-49","N"
4,1971.5,1968235.486,"15-49","Y"
8,1971.5,323015.2519,"15-49","Y"
12,1971.5,1922137.5784,"15-49","Y"
16,1971.5,3450.9604,"15-49","Y"
24,1971.5,1002747.9407,"15-49","Y"
28,1971.5,5248.2119,"15-49","Y"
31,1971.5,801769.0551,"15-49","Y"
32,1971.5,3664131.0116,"15-49","Y"
36,1971.5,1797446.4076,"15-49","Y"
40,1971.5,1136599.6638,"15-49","Y"
44,1971.5,22348.5789,"15-49","Y"
48,1971.5,30310.9911,"15-49","Y"
50,1971.5,12326849.0917,"15-49","Y"
51,1971.5,415030.3423,"15-49","Y"
52,1971.5,26108.8227,"15-49","Y"
56,1971.5,1624425.8106,"15-49","Y"
60,1971.5,7866.2372,"15-49","Y"
64,1971.5,46477.6931,"15-49","Y"
68,1971.5,663464.4079,"15-49","Y"
70,1971.5,591047.2505,"15-49","Y"
72,1971.5,61978.5993,"15-49","Y"
76,1971.5,13007636.1149,"15-49","Y"
84,1971.5,15502.8885,"15-49","Y"
90,1971.5,24290.6615,"15-49","Y"
92,1971.5,908.6058,"15-49","Y"
96,1971.5,17141.5975,"15-49","Y"
100,1971.5,1651698.3659,"15-49","Y"
104,1971.5,4088342.6469,"15-49","Y"
108,1971.5,508059.4717,"15-49","Y"
112,1971.5,1667710.97,"15-49","Y"
116,1971.5,1004516.4956,"15-49","Y"
120,1971.5,1109851.2622,"15-49","Y"
124,1971.5,3677644.5023,"15-49","Y"
132,1971.5,27564.3072,"15-49","Y"
136,1971.5,1366.8812,"15-49","Y"
140,1971.5,356006.8938,"15-49","Y"
144,1971.5,1716235.9144,"15-49","Y"
148,1971.5,652263.761,"15-49","Y"
152,1971.5,1300185.0502,"15-49","Y"
156,1971.5,122952802.6467,"15-49","Y"
158,1971.5,2133914.2288,"15-49","Y"
170,1971.5,2455995.6712,"15-49","Y"
174,1971.5,35789.0509,"15-49","Y"
175,1971.5,3771.304,"15-49","Y"
178,1971.5,181779.9227,"15-49","Y"
180,1971.5,3416747.5892,"15-49","Y"
184,1971.5,2372.3913,"15-49","Y"
188,1971.5,239853.1614,"15-49","Y"
191,1971.5,762316.299,"15-49","Y"
192,1971.5,1398713.3418,"15-49","Y"
196,1971.5,95064.9198,"15-49","Y"
203,1971.5,1743552.866,"15-49","Y"
204,1971.5,564068.4398,"15-49","Y"
208,1971.5,794416.317,"15-49","Y"
212,1971.5,5393.282,"15-49","Y"
214,1971.5,595962.2775,"15-49","Y"
218,1971.5,817681.7778,"15-49","Y"
222,1971.5,471029.191,"15-49","Y"
226,1971.5,45956.3497,"15-49","Y"
231,1971.5,5124344.3236,"15-49","Y"
232,1971.5,207091.422,"15-49","Y"
233,1971.5,232523.7026,"15-49","Y"
234,1971.5,5033.3026,"15-49","Y"
238,1971.5,336.0046,"15-49","Y"
242,1971.5,76318.6856,"15-49","Y"
246,1971.5,709028.6385,"15-49","Y"
250,1971.5,8028212.6427,"15-49","Y"
254,1971.5,5625.5266,"15-49","Y"
258,1971.5,11848.1616,"15-49","Y"
262,1971.5,16387.6498,"15-49","Y"
266,1971.5,112384.7542,"15-49","Y"
268,1971.5,832284.8835,"15-49","Y"
270,1971.5,107447.8839,"15-49","Y"
275,1971.5,157626.299,"15-49","Y"
276,1971.5,10927168.3198,"15-49","Y"
288,1971.5,1369661.065,"15-49","Y"
292,1971.5,4310.1521,"15-49","Y"
296,1971.5,7879.1134,"15-49","Y"
300,1971.5,1420198.1079,"15-49","Y"
304,1971.5,5651.6893,"15-49","Y"
308,1971.5,7674.8532,"15-49","Y"
312,1971.5,32742.38,"15-49","Y"
316,1971.5,12063.4228,"15-49","Y"
320,1971.5,798946.3145,"15-49","Y"
324,1971.5,822927.921,"15-49","Y"
328,1971.5,80512.6214,"15-49","Y"
332,1971.5,664348.9637,"15-49","Y"
340,1971.5,355867.7484,"15-49","Y"
344,1971.5,536757.0668,"15-49","Y"
348,1971.5,1916063.4636,"15-49","Y"
352,1971.5,28439.1662,"15-49","Y"
356,1971.5,103958912.8805,"15-49","Y"
360,1971.5,19217671.6704,"15-49","Y"
364,1971.5,4692639.7601,"15-49","Y"
368,1971.5,1501851.5884,"15-49","Y"
372,1971.5,331313.8286,"15-49","Y"
376,1971.5,459015.774,"15-49","Y"
380,1971.5,8483463.653,"15-49","Y"
384,1971.5,939132.8426,"15-49","Y"
388,1971.5,204731.1352,"15-49","Y"
392,1971.5,18827286.076,"15-49","Y"
398,1971.5,2005920.6632,"15-49","Y"
400,1971.5,225647.0978,"15-49","Y"
404,1971.5,1610880.24,"15-49","Y"
408,1971.5,2808225.1936,"15-49","Y"
410,1971.5,4656670.6123,"15-49","Y"
414,1971.5,120190.2532,"15-49","Y"
417,1971.5,484989.0735,"15-49","Y"
418,1971.5,416873.1222,"15-49","Y"
422,1971.5,312834.6027,"15-49","Y"
426,1971.5,172228.7066,"15-49","Y"
428,1971.5,410128.907,"15-49","Y"
430,1971.5,256523.6317,"15-49","Y"
434,1971.5,233072.2663,"15-49","Y"
438,1971.5,2948.3558,"15-49","Y"
440,1971.5,549863.8075,"15-49","Y"
442,1971.5,55912.6788,"15-49","Y"
446,1971.5,27394.1364,"15-49","Y"
450,1971.5,919850.7409,"15-49","Y"
454,1971.5,828254.1239,"15-49","Y"
458,1971.5,1472081.7022,"15-49","Y"
462,1971.5,19663.2231,"15-49","Y"
466,1971.5,1122001.2002,"15-49","Y"
470,1971.5,43390.4182,"15-49","Y"
474,1971.5,33067.649,"15-49","Y"
478,1971.5,164927.0162,"15-49","Y"
480,1971.5,107813.9817,"15-49","Y"
484,1971.5,6818369.3887,"15-49","Y"
496,1971.5,152346.2037,"15-49","Y"
498,1971.5,665757.664,"15-49","Y"
499,1971.5,89371.9771,"15-49","Y"
500,1971.5,681.1946,"15-49","Y"
504,1971.5,2495151.6366,"15-49","Y"
508,1971.5,1499489.3141,"15-49","Y"
512,1971.5,102773.002,"15-49","Y"
516,1971.5,97897.4988,"15-49","Y"
520,1971.5,793.065,"15-49","Y"
524,1971.5,2503449.9842,"15-49","Y"
528,1971.5,2111015.4401,"15-49","Y"
531,1971.5,15199.4103,"15-49","Y"
533,1971.5,7182.928,"15-49","Y"
540,1971.5,8949.3747,"15-49","Y"
548,1971.5,11858.3827,"15-49","Y"
554,1971.5,356352.4737,"15-49","Y"
558,1971.5,318744.1769,"15-49","Y"
562,1971.5,959801.5613,"15-49","Y"
566,1971.5,10048429.803,"15-49","Y"
578,1971.5,574691.3674,"15-49","Y"
583,1971.5,6579.327,"15-49","Y"
584,1971.5,2997.076,"15-49","Y"
585,1971.5,1114.4365,"15-49","Y"
586,1971.5,9267381.2996,"15-49","Y"
591,1971.5,200538.5236,"15-49","Y"
598,1971.5,424577.283,"15-49","Y"
600,1971.5,279562.7515,"15-49","Y"
604,1971.5,1815611.3364,"15-49","Y"
608,1971.5,5130669.9963,"15-49","Y"
616,1971.5,5430706.8022,"15-49","Y"
620,1971.5,1473311.5508,"15-49","Y"
624,1971.5,102377.974,"15-49","Y"
626,1971.5,99554.238,"15-49","Y"
630,1971.5,352411.039,"15-49","Y"
634,1971.5,17544.5619,"15-49","Y"
638,1971.5,59907.1485,"15-49","Y"
642,1971.5,3951887.6625,"15-49","Y"
643,1971.5,23774412.6722,"15-49","Y"
646,1971.5,576020.9608,"15-49","Y"
659,1971.5,3681.1628,"15-49","Y"
660,1971.5,464.5988,"15-49","Y"
662,1971.5,11940.5571,"15-49","Y"
666,1971.5,753.4964,"15-49","Y"
670,1971.5,10087.6738,"15-49","Y"
674,1971.5,3178.8331,"15-49","Y"
678,1971.5,8725.6943,"15-49","Y"
682,1971.5,857220.7909,"15-49","Y"
686,1971.5,729851.6907,"15-49","Y"
688,1971.5,1438716.0982,"15-49","Y"
690,1971.5,5455.9954,"15-49","Y"
694,1971.5,534943.2464,"15-49","Y"
702,1971.5,268608.5902,"15-49","Y"
703,1971.5,767576.8331,"15-49","Y"
704,1971.5,5565857.3656,"15-49","Y"
705,1971.5,266710.5882,"15-49","Y"
706,1971.5,560710.117,"15-49","Y"
710,1971.5,2524195.3979,"15-49","Y"
716,1971.5,738725.7434,"15-49","Y"
724,1971.5,5012862.5481,"15-49","Y"
728,1971.5,621134.0053,"15-49","Y"
729,1971.5,1841189.5954,"15-49","Y"
732,1971.5,12925.4577,"15-49","Y"
740,1971.5,44578.7231,"15-49","Y"
748,1971.5,45981.992,"15-49","Y"
